Incident_ID,Sources,Number_News,Media_Attention,Reliability,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Active_Shooter_FBI,Year,Month,Day,Date_Week_Later,Query_Date,Query_Date_Week_Later
20190629COJAC,https://www.denverpost.com/2019/07/04/colorado-springs-shooting-victims/,,,2,2019-06-29,Summer,Jack Swigert Aerospace Academy ,Colorado Springs,CO,Elementary,Football Field/Track,Outside on School Property,No,Night,4:00 AM,Two men shot and killed during fight between two groups on school track,18YOM and 22 YOM shot and killed during altercation between two groups of males on the track of the school. Shooter and others involved fled the scene. ,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,,No,2019,6,29,2019-07-06,2019-06-29T00:00:00Z,2019-07-06T00:00:00Z
20190621MICAF,https://nbc25news.com/news/local/one-person-shot-during-baseball-game-at-carman-ainsworth-high-school https://www.abc12.com/content/news/At-least-One-Shot-Outside-Carman-Ainsworth-High-School-Basketball-Game-511657762.html,,,4,2019-06-21,Summer,Carman-Ainsworth High School,Flint Township,MI,High,Beside Building,Outside on School Property,No,Sport Event,7:33 PM,15YOM male shot during fight involving 50 people at basketball game,Dispute following basketball game led to fight involving 50 people outside of the gym locker room. Fight continued into school parking lot where 15YOM was shot in the chest and critically injured. Teen who was shot did not appear to be targeted victim. A school play was being performed at the time of the shooting and the auditorium was placed on lockdown.,Escalation of Dispute,,,No,No,No,No,No,No,No,<10,No,2019,6,21,2019-06-28,2019-06-21T00:00:00Z,2019-06-28T00:00:00Z
20190613NJTAW,https://6abc.com/police-del-man-found-holding-loaded-gun-outside-nj-elementary-school/5346847/,,,3,2019-06-13,Summer,Tamaques Elementary School,Westfield,NJ,Elementary,Parking Lot,Outside on School Property,No,After School,3:55 PM,Man arrested in school parking lot after tip holding pistol with 130 rounds of ammo,"Police received a tip about a man headed to a school with a gun. Police found a 46YOM in the parking lot holding a handgun with 2 additional magazines and 130 rounds of ammo. The gunman surrendered to police without firing any shots. School had dismissed for day but was locked down. Motive unknown. Suspect lived +110 miles away from the school in Bear, DE. Connection to school unknown.",Indiscriminate Shooting,,No,No,No,No,No,,No,,0,No,2019,6,13,2019-06-20,2019-06-13T00:00:00Z,2019-06-20T00:00:00Z
20190612PAJEE,https://www.mcall.com/news/police/mc-nws-emmaus-shooting-conspiracy-prelim-20200110-2setspazpzapxmcnt7ljuyvfx4-story.html,,,4,2019-06-12,Summer,Jefferson Elementary School,Emmaus,PA,Elementary,Parking Lot,Outside on School Property,No,Night,10:48 PM,Targeted domestic shooting in school parking lot,"18YOF told ex-boyfriend (18YOM) to meet her in school parking lot. While waiting in the vehicle, a 16YOM shot him in a targeted shooting and fled. The intended victim and 2 other males were inside the vehicle but all of the shots missed them. 18YOF and 16YOM charged with murder and conspiracy.",Domestic w/ Targeted Victim,Victims Targeted,Yes,No,No,No,No,Yes,No,No,,No,2019,6,12,2019-06-19,2019-06-12T00:00:00Z,2019-06-19T00:00:00Z
20190612DCHEW,https://wjla.com/news/local/dc-elementary-school-shot-again https://www.wusa9.com/article/news/local/dc/second-shooting-in-2-weeks-puts-hendley-elementary-school-on-lockdown/65-8fb8eb51-57b8-498d-9853-09706af10dc2,,,3,2019-06-12,Summer,Hendley Elementary School,Washington,DC,Elementary,Front of School,Off School Property,No,School Event,4:20 PM,Gang related shooting outside of school. Shots struck occupied school building and broke windows. Students and staff locked down.,Shots fired during a gang related incident outside of the school struck the school building and broke windows. Students and staff were at the school for movie night. School was locked down.,Escalation of Dispute,,,No,No,No,No,No,Yes,No,7,No,2019,6,12,2019-06-19,2019-06-12T00:00:00Z,2019-06-19T00:00:00Z
20190610ILMEW,https://www.chicagotribune.com/suburbs/lake-county-news-sun/news/ct-lns-waukegan-shooting-arrests-blotter-st-0612-story.html,,,4,2019-06-10,Summer,Menta Academy North,Waukegan,IL,Other,Front of School,Inside School Building,Yes,Afternoon Classes,1:45 PM,"Adult male and teen fired shots at each other outside of school following argument, bullets struck occupied school building",27 YOM and 15YOM male fired shots at each other following an argument outside of the school. Neither were associated with the school. Bullets struck the occupied school building. School was locked down. An off-duty police officer working security at the school assisted with the lockdown. 27YOM was injured by gunshot and arrested at the scene. 15YOM fled and was later arrested.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,,No,2019,6,10,2019-06-17,2019-06-10T00:00:00Z,2019-06-17T00:00:00Z
20190606ILGEC,https://chicago.suntimes.com/crime/2019/6/6/18656020/genevieve-melody-school-court-shooting,,,3,2019-06-06,Summer,Genevieve Melody STEM Elementary School,Chicago,IL,Elementary,Basketball Court,Outside on School Property,No,Evening,7:45 PM,25YOM shot on school basketball court,25YOM shot on school basketball court. School was not open. Shooter fled the area. No further information,Escalation of Dispute,,,No,No,No,No,No,,No,,No,2019,6,6,2019-06-13,2019-06-06T00:00:00Z,2019-06-13T00:00:00Z
20190530DCHEW,https://wjla.com/news/local/dc-elementary-school-shot-again,,,3,2019-05-30,Spring,Hendley Elementary School,Washington,DC,Elementary,Front of School,Off School Property,No,Night,10:40 PM,Gunshots from gang fight struck the school building and broke windows.,Gang fight outside of school after hours. Bullets struck the school building and broke windows. No students were inside of the school at the time of the shooting.,Escalation of Dispute,,,No,No,No,No,No,Yes,No,,No,2019,5,30,2019-06-06,2019-05-30T00:00:00Z,2019-06-06T00:00:00Z
20190522OHSAC,https://abc6onyourside.com/news/local/2-teens-shot-1-killed-in-shooting-near-east-columbus-elementary-school https://www.dispatch.com/news/20190523/kids-killing-kids-leads-to-death-of-boy-active-in-school-community-programs https://www.wfmj.com/story/42533325/2-teens-sent-to-youth-prison-in-fatal-shootings-in-2019,5,Local,5,2019-05-22,Spring,Shady Lane Elementary School,Columbus,OH,Elementary,Playground,Outside on School Property,No,Evening,18:50:00,13 year old shot two other teens during dispute over cell phone,13 year-old male fatally shot a 14 year-old male and wounded a 14 year-old female on the school playground during a dispute over a cellphone.,Escalation of Dispute,Both,Yes,No,No,No,No,No,No,No,,No,2019,5,22,2019-05-29,2019-05-22T00:00:00Z,2019-05-29T00:00:00Z
20190517ORPAP,https://www.kgw.com/article/news/local/police-id-student-accused-of-bringing-shotgun-to-parkrose-high-school/283-6998e18d-8460-4ab4-87bd-aab49b4082a8,,,4,2019-05-17,Spring,Parkrose High School,Portland,OR,High,Classroom,Inside School Building,Yes,Morning Classes,11:48 AM,Student wearing a trench coat walked into classroom with a shotgun. Tackled by football coach.,Student wearing a trench coat walked into classroom with a shotgun. Tackled by football coach. No shots fired. Suspect arrested. School locked down and dismissed.,Suicide/Attempted,,No,No,No,No,,No,No,,0,Yes,2019,5,17,2019-05-24,2019-05-17T00:00:00Z,2019-05-24T00:00:00Z
20190517FLTEJ,https://www.actionnewsjax.com/news/local/jso-confirms-teen-shot-minutes-before-terry-parker-ribault-football-game-ended/950263312 https://www.actionnewsjax.com/news/local/jso-confirms-teen-shot-minutes-before-terry-parker-ribault-football-game-ended_/951774054,,,4,2019-05-17,Spring,Terry Parker High School,Jacksonville,FL,High,Parking Lot,Outside on School Property,No,Sport Event,8:37 PM,Student shot in parking lot after football game.,16YOM student shot in the school parking lot following a football game (critical condition). Police said the shooting was targeted and gang involvement is possible. Shooter fled but police reported strong leads on suspects. 6 school resource officers were working during the time of the shooting.,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,Yes,No,1,No,2019,5,17,2019-05-24,2019-05-17T00:00:00Z,2019-05-24T00:00:00Z
20190508ILSEC,https://chicago.suntimes.com/news/2019/5/11/18623582/man-charged-with-attempted-murder-in-shooting-outside-back-of-the-yards-school https://www.chicagotribune.com/news/breaking/ct-met-shooting-outside-alternative-hs-20190508-story.html,,,4,2019-05-08,Spring,Second Change High School,Chicago,IL,High,Parking Lot,Outside on School Property,Yes,Dismissal,4:00 PM,19YOM student shot in school parking lot during targeted shooting,Vehicle circled high school parking lot while 19YOM was exiting school building. Single shot fired that struck him in the neck. Critically injured. Shooter fled in vehicle and was arrested the following day.,Drive-by Shooting,Victims Targeted,No,No,No,No,No,No,,No,1,No,2019,5,8,2019-05-15,2019-05-08T00:00:00Z,2019-05-15T00:00:00Z
20190507COSTH,https://www.cnn.com/2019/09/25/us/colorado-stem-school-shooting-hearing/index.html https://www.cnn.com/2019/05/07/us/colorado-denver-area-school-shooting/index.html https://time.com/5662764/guard-wounded-student-stem-school-shooting/ https://denver.cbslocal.com/2019/11/20/alec-mckinney-morgan-mckinney-stem-school-shooting/ https://www.cpr.org/2019/12/04/alleged-stem-school-shooter-will-be-tried-as-an-adult/ https://www.foxnews.com/us/teen-pleads-guilty-to-murder-in-colorado-school-shooting https://www.thedenverchannel.com/news/stem-school-shooting/prosecutors-wont-seek-death-penalty-against-stem-school-shooting-suspect,11-100,International,5,2019-05-07,Spring,STEM School Highlands Ranch,Highlands Ranch,CO,K-12,Classroom,Inside School Building,Yes,Afternoon Classes,2:00 PM,"Two students planned attack on school, subdued by other students and law enforcement","Two suspects - current students - 18YOM and a 16YOTF, entered the school armed with handguns and engaged students at two separate locations. The male suspect reportedly shouted to students not to move, several students charged at the suspect, and one of them was shot/killed. Some students used the time to get away from the room. 8 people were injured*, 4 in critical condition. Male suspect reportedly took the gun out of a what looked like a guitar case and started shooting. The assigned armed guard at the school confronted the male suspect. After a struggle, both suspects were arrested by police who arrived within 2 minutes. People living nearby and other students helped the wounded victims. One of the students reported that the male suspect had talked about causing harm but was never taken seriously. Initial information does not show if female suspect fired her weapon.  Police inspected male suspect's home and vehicle.  The female suspect was allegedly bullied for transgender identity. *One student was injured from shot from armed private security guard. Suspects allegedly used cocaine before the shooting and broke into male suspect's parents' gun safe with an axe. Male suspect later claimed he was forced to go through with the plan due to fear for his life and the female suspect was the one planning the shooting for weeks.

Preliminary trial hearing: McKinney was abused as a child, witnessed physical abuse of mother, cut his arms, hospitalized 7 times in the year prior to the shooting.",Indiscriminate Shooting,,Yes,No,No,No,Yes,No,No,Yes,>10,Yes,2019,5,7,2019-05-14,2019-05-07T00:00:00Z,2019-05-14T00:00:00Z
20190430VACDW,https://wtop.com/prince-william-county/2019/04/gun-discharged-inside-prince-william-co-high-school-police-say/ https://www.nbcwashington.com/news/local/Report-of-Shot-Fired-at-Virginia-High-School-509275231.html,,,4,2019-04-30,Spring,C D Hylton High School,Woodbridge,VA,High,Classroom,Inside School Building,Yes,Afternoon Classes,12:00 PM,"Student fired gun in classroom, fled classroom, hid gun, and was arrested by SRO",Student fired gun in classroom. May have been showing gun to other students. Shooter fled classroom and hid the gun in another classroom. Shooter was detained by SRO. School locked down. No injuries.,Accidental,Neither,No,No,No,No,No,No,No,No,1,No,2019,4,30,2019-05-07,2019-04-30T00:00:00Z,2019-05-07T00:00:00Z
20190430FLWEW,https://www.wfla.com/news/pasco-county/deputies-pasco-school-officer-s-gun-discharges-in-cafeteria-no-one-injured/1966758072,,,4,2019-04-30,Spring,Weightman Middle School,Wesley Chapel,FL,Middle,Cafeteria,Inside School Building,Yes,Lunch,12:00 PM,SRO's gun discharged in school cafeteria during the school day,Armed SRO was standing against wall near lunch line when duty weapon discharged striking wall. Multiple students were standing nearby in the lunch line. No injuries.,Accidental,Neither,No,No,No,Yes,,,,,1,No,2019,4,30,2019-05-07,2019-04-30T00:00:00Z,2019-05-07T00:00:00Z
20190426GACRF,http://www.fox5atlanta.com/news/police-release-vehicle-description-in-fulton-county-school-bus-shooting,,,3,2019-04-26,Spring,Creekside High School,Fairburn,GA,High,School Bus,School Bus,No,Dismissal,4:30 PM,Parent fired at school bus after argument with bus driver,Car pulled in front of school bus and parent started argument with the bus driver. The car then pulled along the side of the bus and the passenger fired multiple shots at the bus then drove off. Students or the bus driver were not injured.,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,,No,No,,No,2019,4,26,2019-05-03,2019-04-26T00:00:00Z,2019-05-03T00:00:00Z
20190425GAWYS,https://www.ntd.com/teen-charged-in-pellet-gun-shooting-at-elementary-school_323731.html http://www.wlox.com/2019/04/26/children-shot-with-bb-or-pellet-gun-elementary-school-playground-georgia/ https://www.wsbtv.com/news/local/dekalb-county/large-police-presence-at-dekalb-county-elementary-school/943409297 https://www.foxnews.com/us/10-students-hit-bb-pellet-gun-georgia-school,11-100,National,3,2019-04-25,Spring,Wynbrooke Elementary Theme School,Stone Mountain,GA,Elementary,Playground,Outside on School Property,Yes,Lunch,1:00 PM,BB/pellet gun projectiles shot from outside of the school hit 10 students,"Elementary school students were playing outside in the schoolyard and 10 were hit by BB/pellet gun projectiles, reportedly coming from a wooded area outside the school property. Victim suffered minor injuries and were taken to the hospital. The school district claimed that no one attempted to enter the building and the other staff and other students were not at risk. A student who was in the cafeteria allegedly heard reports for an active shooter and a teacher asked the janitor to lock the doors and close the blinds.",Indiscriminate Shooting,Random Shooting,,No,No,No,,No,,,,Yes,2019,4,25,2019-05-02,2019-04-25T00:00:00Z,2019-05-02T00:00:00Z
20190424ARCOC,https://www.arkansasonline.com/news/2019/apr/24/authorties-responding-reported-shooting-arkansas-s/ https://www.arktimes.com/ArkansasBlog/archives/2019/04/24/shooting-reported-at-concord-school-in-cleburne-county,,,4,2019-04-24,Spring,Concord High School,Concord,AR,High,Bathroom,Inside School Building,Yes,Lunch,12:40 PM,Student shot himself in the school bathroom,14YOM student shot himself in the school bathroom. No other students or staff injured. School shooting was reported by law enforcement. School locked down and then dismissed.,Suicide/Attempted,Victims Targeted,No,No,No,No,,No,No,No,1,No,2019,4,24,2019-05-01,2019-04-24T00:00:00Z,2019-05-01T00:00:00Z
20190417ILWAL,https://patch.com/illinois/lagrange/student-dies-self-inflicted-gunshot-lyons-middle-school  https://chicago.cbslocal.com/2019/04/17/lyons-middle-school-student-dies-after-shooting-himself-on-campus/,,,4,2019-04-17,Spring,Washington Middle School,Lyons,IL,Middle,Bathroom,Inside School Building,Yes,Afternoon Classes,1:30 PM,Student shot himself in the school bathroom,7th grade student shot himself in the bathroom of the school. No other students or staff were injured. School was locked down for 1 hour and then dismissed.,Suicide/Attempted,Victims Targeted,No,No,No,No,,No,No,No,1,No,2019,4,17,2019-04-24,2019-04-17T00:00:00Z,2019-04-24T00:00:00Z
20190410TXROH,https://www.khou.com/article/news/local/sterling-high-school-student-shot-while-playing-basketball-on-campus/285-69c70584-81e2-4db1-b47d-2ce2e2f5377b https://abc13.com/15-year-old-hit-by-stray-bullet-while-playing-basketball/5242553/,,,4,2019-04-10,Spring,Ross Shaw Sterling Aviation High School,Houston,TX,High,Basketball Court,Outside on School Property,No,After School,4:00 PM,Bullet fired in gang shooting hit student 1/2 mile away on school basketball court,Student playing basketball was struck by rifle round fired from 1/2 mile away. Suspects in vehicle fired pistol and rifle at rival gang members in apartment complex. 20 rounds fired. No suspects identified.,Drive-by Shooting,Victims Targeted,Yes,No,No,No,No,No,Yes,No,20,No,2019,4,10,2019-04-17,2019-04-10T00:00:00Z,2019-04-17T00:00:00Z
20190407MAHOL,https://www.kxro.com/montesano-police-arrest-student-after-school-shooting-statements/,,,3,2019-04-07,Spring,Hood Elementary School,Lynn,MA,Elementary,Beside Building,Outside on School Property,No,Night,,Shots fired at unoccupied school building,Teacher on Monday morning found spent casings and bullet holes in a portable classroom at the start of the school day. Shooting had occurred over the weekend. Students were no in the classroom and were moved to another location for the remainder of the day.,Intentional Property Damage,,,No,No,No,No,No,,No,,No,2019,4,7,2019-04-14,2019-04-07T00:00:00Z,2019-04-14T00:00:00Z
20190405WISTM,https://fox6now.com/2019/04/24/administrator-says-employee-immediately-terminated-after-gun-went-off-at-st-josaphat-school/ https://www.tmj4.com/news/local-news/st-josaphat-parish-school-employee-arrested-after-gun-goes-off-in-school https://waow.com/news/top-stories/2019/06/14/2-teachers-charged-after-10-year-old-injured-in-school-shooting/ http://www.startribune.com/former-janitor-sentenced-for-school-shooting/560334252/,,,4,2019-04-05,Spring,St. Josaphat Parish School,Milwaukee,WI,Other,Hallway,Inside School Building,Yes,Morning Classes,,Accidental discharge of school employees handgun grazed student.,School employee's handgun discharged injuring a 10YO student. Employee was not authorized to have the gun at the school. Shooting was not reported to police and school was not locked down. Police were notified of the incident 7 days later and the employee was terminated. Two teachers charged with child neglect for not reporting the shooting.,Accidental,Random Shooting,No,No,No,No,No,No,No,No,1,No,2019,4,5,2019-04-12,2019-04-05T00:00:00Z,2019-04-12T00:00:00Z
